Unnamed: 0,연령,성별,상황키워드,전체선톡,감정_대분류,감정_소분류,사람문장1,시스템문장1,사람문장2,시스템문장2,사람문장3,시스템문장3
39624,노년,남성,"건강,죽음",만성질환 유,당황,혼란스러운,친구의 누님이 돌아가셨어.,저런. 기분이 울적하시겠어요.,응. 이 나이에는 죽음도 익숙해질 법한데 아직도 어색하고 참 슬퍼.,죽음에 익숙하지 않으시군요.,항상 더 잘해줄 걸 아쉬움만 남아. 누구이든 상관없이.,항상 더 잘해줄걸 하는 아쉬운 마음을 가지고 계시는군요.
5223,청년,여성,"연애,결혼,출산",해당없음,불안,두려운,이제 출산일까지 한 달 정도 남았어. 고대하던 일이지만 조금씩 무서워지는 것 같아.,출산일이 머지않아 걱정이 되는군요. 이럴 때 이야기를 나눌 사람이 있을까요?,엄마와 얼마 전에 출산한 내 친구도 생각나. 한 번 연락해 봐야겠다.,어머니와 친구분과의 대화가 힘이 되셨으면 좋겠어요.,,
9857,중년,여성,"대인관계(부부, 자녀)",해당없음,불안,회의적인,남편 카드값 명세서를 봤는데 정말 충격이었어.,소비가 많으셨나요?,굳이 안 사도 될 것을 사고 술값도 자기가 다 내고 정말 나는 한 푼이라도 아끼려고 미장원 간 적이 언제인지?,혼자만 노력한 것 같은 기분이 들어 많이 속상하시겠어요.,가정 경제는 나 혼자 힘으로 되는 것도 아닌데. 부부가 합심해야 하는데. 정말 요즘 같아서는 우울증 생기겠어.,남편과 대화는 나눠 보셨나요?
4879,청년,여성,"연애,결혼,출산",해당없음,상처,희생된,남자친구랑 있는 게 너무 힘들어.,남자친구와의 관계에서 어려움이 있으신가 보네요. 좀 더 자세히 말씀해주실 수 있으세요?,남자친구랑 있으면 맨날 내가 다 맞춰주게 되는 것 같아. 전부 다.,남자친구분과 있다 보면 항상 일방적으로 희생하는 느낌이신가 보네요.,응. 정신 차려보니 이런 상태라 너무 후회돼.,이 상황을 변화시키기 위해 딱 하나를 한다면 무엇을 해보시겠어요?
5716,중년,여성,"재정,은퇴,노후준비",해당없음,기쁨,감사하는,신랑이 이제 그만 퇴직하고 집에서 편히 쉬라고 말했어. 정말 감사해.,신랑분이 편히 쉬라는 말에 감사한 느낌을 받으셨군요.,응. 그동안 고생했던 일을 인정받는 느낌이었어.,고생에 대한 인정을 받으셨다고 느끼셨군요.,응. 안정적인 생활을 할 수 있을 만큼 준비가 되었다는 이야기도 되니깐 든든하기도 해.,안정적인 준비도 되어 있다는 느낌에 든든함을 느끼셨군요.
14125,청소년,여성,가족관계,해당없음,분노,짜증내는,아니 내 물건인데 왜 함부로 버리는지 도대체가 모르겠어.,물건을 물어보지도 않고 버리셨나요? 많이 속상했겠어요.,너무 속상하고 짜증나. 물어보지도 않고 막 버려. 내건데 말이야.,누가 허락도 없이 나의 물건을 버렸을까요?,엄마가 내 물건이 너무 지저분하고 낡았다고 버렸다고 하는데 나한텐 다 너무 소중한 건데.,다음부터는 사전에 동의를 구하고 물건을 정리해달라고 하시는게 좋을 것 같네요.
26458,청년,여성,"연애,결혼,출산",해당없음,분노,분노,결혼 준비하면서 요즘 남자친구와 자주 싸워.,어떤 이유로 남자친구와 싸우는지 말해주실 수 있으세요?,결혼식 올리려면 준비해야 할 것이 많은데 도와주지 않아. 함께하는 결혼인데 가만히 있으니 화나서 계속 싸워.,혼자만 노력하는 것 같아 화가 나셨군요.,지금 이 사람과 결혼을 하는 게 맞는지 회의감이 들어.,남자친구와 결혼을 하는 게 맞는지 회의감이 드시는군요.
34478,중년,남성,"대인관계(부부, 자녀)",해당없음,슬픔,후회되는,생각해보면 아내를 행복하게 해주겠다는 약속을 거의 지키지 못한 거 같아.,아내분을 행복하게 해주겠다는 약속을 거의 지키지 못하셨군요.,요즘 문득 아내의 얼굴을 보고 있으면 인상이 많이 변한 것 같아서 이제 와 후회가 되네.,아내분이 인상이 많이 변하셨나 보네요. 앞으로 어떻게 하는 것이 이 상황에서 도움이 될까요?,아내에게 우선 미안했다고 사과를 하고 아내가 좋아하는 여행을 가서 마음을 좀 풀어주려고 해.,그것을 위해 지금 내가 할 수 있는 것은 무엇일까요?
46728,청소년,남성,학교폭력/따돌림,해당없음,당황,열등감,우리 반에서 나보다 성적 좋은 친구를 질투가 나서 내가 괴롭히고 따돌림을 시켰어.,성적이 좋은 친구가 질투 나서 괴롭히게 되었군요.,그냥 질투가 났을 뿐인데 친구들이랑 너무 괴롭힌 것 같아서 내 마음이 더 괴로워졌어.,친구를 너무 괴롭힌 것 같아서 마음이 힘들어졌군요. 어떻게 하면 그 마음이 좀 나아질까요?,그 친구한테 정말 미안하다고 편지라도 써서 내일 꼭 전해줘야겠어.,편지로 그 친구에게 진심이 전해지면 좋겠어요.
9354,중년,여성,"재정,은퇴,노후준비",해당없음,당황,외로운,난 노후에 내 곁에 아무도 없을까 봐 걱정돼.,외로울까 걱정되시는가 봐요.,그래. 그때쯤에는 할 일도 별로 없고 친구도 별로 없다면 얼마나 외로울까 미리 걱정되네.,그럼 외롭지 않은 노후를 위해 어떻게 하실 건가요?,글쎄 노후에도 할 수 있는 일을 찾아봐야지. 친구들과 친목도 다지고.,그것 좋은 생각 같아요. 노후에도 할 수 있는 일과 친구가 있다면 외롭지 않으실 거예요.
4208,중년,여성,"대인관계(부부, 자녀)",해당없음,기쁨,감사하는,우리 가족이 이렇게 다 건강한 것도 정말 감사해야 해.,맞아요. 건강이 최고죠.,정말 아픈 사람 있는 친구네는 매일 걱정이더라. 앞으로 열심히 운동하려고.,그럼요. 혹시 어떤 운동 하고 계신가요?,힘든 운동보다는 팔다리 다 흔들고 하는 걷기가 최고래,작은 것에도 감사하는 마음이 보기 좋네요. 가족 모두 건강 잘 유지하세요.
33754,청소년,남성,학교폭력/따돌림,해당없음,당황,외로운,내가 다리를 다쳤다고 친구들이 날 그냥 버리고 운동장으로 가서 외로웠어.,친구들이 다친 나를 챙겨주지 않아서 외로운 기분이었군요.,절뚝거리면서 운동장에 혼자서 갔어. 그래서 체육 시간이 시작된지 한참 후에 합류했어.,그런 상황이 또 닥친다면 우선 어떻게 하는 것이 좋을까요?,친구들에게 날 좀 챙겨달라고 부탁을 해봐야겠어.,직접적으로 부탁을 하려고 하시는군요. 또 다른 방법은 없을까요?
